system_name,question,retrieval_f1,semantic_f1,predicted_answer,predicted_titles,gold_titles,hop_count,persona,error
LLM_Only_Baseline,"A UQ research laboratory discovers a significant discrepancy during their biannual stocktake: their sodium cyanide inventory shows 2.5 kg missing, which represents a 40% reduction from their registered holdings. The missing chemical was classified as a Chemicals of Security Concern under the National Code of Practice, and the laboratory's current Managed Risk Level (MRL) for chemical security was previously assessed as ""Medium"" in their UQSafe risk assessment.

Given this scenario, analyze the complete procedural response required by integrating the requirements from UQ's Chemical Manifest, Health and Safety Risk Management, and Chemicals of Security Concern procedures. Your analysis must address: (1) the immediate reporting chain and timeline requirements, (2) the risk assessment review obligations and consultation processes that must occur, and (3) the manifest update and external regulator notification requirements, explaining how these three procedural frameworks interact in this specific situation.",0.0,0.816326530612245,"**1. Immediate Reporting Chain and Timeline Requirements:**
*   **Internal Reporting (Immediate):** The laboratory staff discovering the 2.5 kg missing sodium cyanide (a Chemical of Security Concern - CoSC) must *immediately* notify their **Supervisor/Principal Investigator (PI)**. The Supervisor/PI must then *immediately* notify the **Local HSW Manager/Advisor** and the **UQ Chemical Security Officer (CSO)**.
*   **Incident Reporting (Within 24 hours):** The incident must be formally reported in **UQSafe** as soon as practicable, typically within **24 hours** of discovery. This formal report documents the event and initiates the broader incident management process.
*   **External Reporting (As soon as practicable):** The UQ Chemical Security Officer (CSO), in consultation with the HSW Division, will determine if external authorities (e.g., Queensland Police Service, National Security Hotline) require *immediate* notification, as mandated by the National Code of Practice for CoSCs. This notification must occur *as soon as practicable* after the loss is confirmed and initial internal reporting is complete, and certainly within any specific regulatory timelines (e.g., 24 hours for significant losses).
*   **Interaction:** The CoSC procedure dictates the urgent, specific internal reporting chain for security breaches. The HSW Risk Management procedure provides the formal UQSafe system for recording all incidents, ensuring a comprehensive record and triggering broader HSW processes.

**2. Risk Assessment Review Obligations and Consultation Processes:**
*   **CoSC Risk Assessment Review (Mandatory & Immediate):** The significant loss of a CoSC (40% reduction) mandates an *immediate* and thorough review of the laboratory's **Chemical Security Plan** and the specific **CoSC risk assessment** for sodium cyanide. The current ""Medium"" Managed Risk Level (MRL) is demonstrably insufficient and must be reassessed and likely elevated.
*   **Consultation:** This review must involve the **Supervisor/PI**, **Local HSW Manager/Advisor**, **UQ Chemical Security Officer (CSO)**, and potentially the **Head of Organisational Unit (HOU)** and UQ Security. The aim is to identify root causes, assess the effectiveness of current controls, and implement enhanced security measures (e.g., improved access control, more frequent stocktakes, enhanced surveillance).
*   **Health and Safety Risk Assessment Review (Mandatory):** The UQSafe incident report will trigger a review of the existing **Health and Safety Risk Assessment(s)** for the storage and handling of sodium cyanide. This review will determine if the controls were adequate, if they were followed, or if new risks have emerged.
*   **Consultation:** This process involves the laboratory staff, Supervisor/PI, Local HSW personnel, and potentially HSW Division experts. The review aims to identify contributing factors and implement corrective actions to prevent recurrence.
*   **Interaction:** The CoSC procedure drives the *urgency* and *specific focus* on security risks. The HSW Risk Management procedure provides the *structured framework* for conducting a comprehensive incident investigation and risk assessment review, ensuring all aspects (health, safety, and security) are covered systematically. The outcome will be updated risk assessments, potentially a higher MRL, and new control measures.

**3. Manifest Update and External Regulator Notification Requirements:**
*   **Chemical Manifest Update (Immediate):** The UQ Chemical Manifest Procedure requires accurate and up-to-date inventory records. Following the discovery of the 2.5 kg missing sodium cyanide during the stocktake, the laboratory's chemical manifest *must* be updated immediately to reflect the reduced quantity on hand. This ensures the manifest accurately reflects current holdings.
*   **External Regulator Notification (As soon as practicable):** As a CoSC, the loss of sodium cyanide requires notification to external regulatory bodies. The **UQ Chemical Security Officer (CSO)**, in consultation with the HSW Division and potentially UQ Legal, is responsible for notifying the relevant authorities, which typically include the **National Security Hotline** and potentially state-level regulators (e.g., Queensland Health for poisons). This notification must occur *as soon as practicable* after the loss is confirmed and initial internal reporting is complete, adhering to any specific regulatory timelines (e.g., 24 hours).
*   **Interaction:** The CoSC procedure dictates the *criticality* and *specific requirement* for external notification due to the security implications. The Chemical Manifest procedure provides the *mechanism* for ensuring accurate inventory records, which must be updated as a direct consequence of the incident. The HSW Risk Management procedure (via UQSafe) provides the *official internal record* of the incident that justifies and supports both the manifest update and the external notifications. The CSO acts as a key coordinator, bridging the CoSC and HSW frameworks, especially for external reporting.",[],"['Chemical Manifest Procedure', 'Health and Safety Risk Management Procedure', 'Chemicals of Security Concern Procedure']",3,,
LLM_Only_Baseline,"A UQ research laboratory currently stores 800 kg of potassium nitrate (65% concentration) and 150 litres of nitric acid (40% concentration) for legitimate research purposes. During a routine inventory check, they discover an additional undocumented 300 kg of potassium nitrate that was donated by an external collaborator six months ago. Given that potassium nitrate has a prescribed placarding quantity of 250 kg in Schedule 11, analyze the comprehensive compliance requirements this laboratory must now fulfill. Your analysis must specify: (1) the immediate procedural steps required under each relevant UQ procedure, (2) the different reporting frequencies and notification requirements to various authorities established by each procedure, and (3) the specific roles and responsibilities that must be coordinated between different UQ personnel to achieve full compliance across all applicable procedures.",0.0,0.6453900709219859,"(1) Immediate Procedural Steps Required Under Each Relevant UQ Procedure:1.  Secure the Material: Immediately secure the 300 kg of undocumented potassium nitrate in a designated, locked storage area to prevent unauthorized access or misuse.2.  Update Chemical Inventory: Promptly update the laboratory's chemical inventory system (e.g., ChemAlert) to reflect the additional 300 kg, bringing the total to 1100 kg.3.  Incident Reporting: Lodge an immediate incident report through UQ's incident reporting system (e.g., UQSafe) for non-compliance, undocumented hazardous material, and exceeding placarding quantities.4.  Risk Assessment Review: Review and update the existing risk assessment for potassium nitrate, considering the significantly increased quantity and its implications for storage, handling, and emergency response.5.  SDS Verification: Ensure a current Safety Data Sheet (SDS) for potassium nitrate is readily accessible.6.  Initial Placarding Assessment: Conduct an immediate assessment of the facility's placarding requirements, noting the total quantity now far exceeds the 250 kg threshold, and plan for the display of appropriate placards.7.  Internal Notification: Inform the Laboratory Manager, School/Centre Manager, and UQ Health, Safety and Wellness (HSW) Division immediately.8.  Initiate Investigation: Begin an internal investigation into how the material was acquired, why it remained undocumented for six months, and identify systemic failures.(2) Different Reporting Frequencies and Notification Requirements to Various Authorities Established by Each Procedure:1.  Immediate (within 24 hours):    *   UQ HSW Division: Notification via incident report (UQSafe) regarding the discovery, non-compliance, and placarding breach.    *   School/Centre Management: Direct notification for awareness and support.2.  Short-Term (within 1-2 weeks):    *   UQ HSW Division: Follow-up reports detailing investigation findings, root causes, and proposed corrective actions. This may include a comprehensive chemical inventory report.    *   Workplace Health and Safety Queensland (WHSQ): UQ HSW will assess if the incident (undocumented hazardous material exceeding placarding limits) constitutes a 'notifiable incident' under WHS legislation, potentially requiring direct notification to WHSQ.    *   Local Fire and Emergency Services: UQ HSW, in coordination with Facilities Management, will likely need to provide updated site plans and chemical inventories to local fire services for emergency planning, given the placarding quantity.3.  Ongoing/Periodic:    *   Chemical Inventory System: Regular updates (e.g., monthly/quarterly) to maintain accurate records of all hazardous chemicals.    *   Emergency Plan: Annual review and update of the site's emergency plan to reflect the increased quantity of hazardous materials and placarding requirements.    *   Internal Audits: The incident will likely trigger more frequent internal audits of chemical management procedures within the laboratory and potentially the broader School/Centre.(3) Specific Roles and Responsibilities That Must Be Coordinated Between Different UQ Personnel to Achieve Full Compliance Across All Applicable Procedures:1.  Laboratory Manager/Supervisor:    *   Accountability: Overall responsibility for chemical management, WHS compliance, and incident response within the lab.    *   Actions: Oversee securing the material, updating inventory, lodging incident report, leading internal investigation, and implementing corrective actions.    *   Coordination: Liaise with all relevant UQ personnel and external bodies (via UQ HSW).2.  Laboratory Personnel (Researchers/Students):    *   Reporting: Immediately report any undocumented materials or safety concerns to the Lab Manager.    *   Compliance: Adhere strictly to UQ's chemical management procedures, including proper receipt, storage, use, and disposal.    *   Cooperation: Participate in investigations and implement new procedures/training.3.  School/Centre Manager:    *   Oversight: Provide strategic oversight and allocate necessary resources to ensure the lab achieves and maintains compliance.    *   Support: Support the Lab Manager in addressing the incident and implementing systemic improvements.    *   Communication: Ensure communication with higher UQ management and UQ HSW.4.  UQ Health, Safety and Wellness (HSW) Division:    *   Expert Guidance: Provide expert advice on WHS legislation, UQ policies, and best practices for hazardous chemical management.    *   Incident Support: Assist with incident investigation, root cause analysis, and development of corrective action plans.    *   Regulatory Liaison: Act as the primary point of contact and liaison with external regulatory authorities (e.g., WHSQ, Fire Services).    *   Auditing & Training: Conduct or facilitate WHS audits and provide relevant training.5.  UQ Security:    *   Physical Security: Advise on and implement enhanced physical security measures for the storage of high-risk chemicals, including access control.6.  UQ Facilities Management:    *   Infrastructure: Ensure storage facilities meet regulatory requirements (e.g., ventilation, fire suppression).    *   Placarding: Assist with the procurement and installation of required placards on buildings/storage areas.7.  UQ Procurement/Finance:    *   Policy Review: Review and update procedures for receiving donated materials to ensure all chemicals are properly documented and entered into inventory upon arrival.",[],"['Chemical Manifest Procedure', 'Chemicals of Security Concern Procedure', 'Placarding of Chemical Storage Areas Guideline']",3,,
VanillaRAG_TextSplit,"What are the specific documentation and reporting requirements for each level of incident investigation, and what are the required timeframes for completing action plans?",0.6666666666666666,0.6827586206896552,"For incident investigations, the documentation and reporting requirements vary by level, as do the timeframes for action plans:

**Documentation and Reporting Requirements by Level:**
*   **Level 1 Investigation:** Required for incidents with low or medium risks. These investigations are documented through the creation of an Action Plan in UQSafe. The investigation is conducted by the Supervisor of the person reporting or involved in the incident, with support from the local WHSC.
*   **Level 2 Investigation:** Required for incidents with a 'high' risk. Findings are recorded in UQSafe, and documentation can utilize the Basic Investigation tool in UQSafe. The investigation is conducted by the local WHSC or HSW Manager, with the Supervisor also involved (supported by the local HSW Division if needed).
*   **Level 3 Investigation:** Required for incidents with an 'extreme' managed risk level, notifiable incidents, or those with a high likelihood of being notifiable. Documentation involves a UQSafe Action Plan and a Formal Investigation. The content of the formal report must be carefully considered as it may be provided to external parties (e.g., Regulators). Evidence collection for Level 3 investigations is critical, requiring systematic recording and cataloging to ensure integrity. The investigation team includes the Supervisor (with support from the HSW Division if required) and a Formal investigation team.

**Required Timeframes for Completing Action Plans:**
*   Action plans must be created as soon as practicable following an incident.
*   **Level 1 and 2 Investigations:** Require an action plan to be created in UQSafe within three (3) weeks of the incident occurring and allocated to a responsible person.
*   **Level 3 Investigations:** Should also aim to have action plans in place within three (3) weeks, though this timeframe may be extended due to the complexity of the investigation.
*   Each corrective action within an action plan must have a deadline for implementation, and monitoring processes must be established to ensure satisfactory completion.","['Incident Investigation Guideline', 'Incident Investigation Procedure']",['Incident Investigation Guideline'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,"Under what circumstances can awards be conferred outside of the official graduation ceremony, and who has the authority to make this decision?",0.5,0.624113475177305,"Awards can be conferred outside of an official graduation ceremony under specific circumstances, with different authorities responsible depending on the type of award. For student awards, the Senate or an appropriate delegate can confer awards at other times for Higher Degree by Research candidates. For coursework students, awards may be conferred outside a ceremony in exceptional circumstances as determined by the Academic Registrar. These exceptional circumstances include when an award is required for employment or university admission purposes, when there has been an administrative error, and when the student would be disadvantaged by a delay to the next graduation period. Faculties may submit written requests for out-of-session conferral to the Academic Registrar, who then seeks approval from the appropriate delegate. Additionally, awards may be conferred in any manner that the Senate or appropriate delegate considers suitable given the circumstances and time. For Honorary Awards, while they are customarily conferred at a UQ graduation ceremony, in exceptional circumstances and at the discretion of the Chancellor, an Honorary Award may be presented at another appropriate University event, including via online communications.","['Awards Policy', 'Honorary Awards Procedure', 'Awards Procedure']",['Awards Policy'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,"I'm applying for undergraduate studies at UQ but I'm not sure if my English level is good enough. What are the different ways I can prove I meet the English language requirements, and what happens if I don't meet them?",0.5,0.3846153846153846,"Proficiency in the English language is a requirement for admission to all award and non-award studies at The University of Queensland. While the specific methods for demonstrating this proficiency are not detailed in the provided context, applicants are expected to provide evidence that they satisfy the English Language Proficiency (ELP) requirements for their program. If evidence has been provided but concerns about an applicant's English language ability are raised during the admissions process, an objective assessment of their abilities by UQ College may be sought by the Academic Registrar.

If you have the academic qualifications required for entry into a University program but do not satisfy the University’s ELP requirements for that program, you may be eligible for a package offer. However, it is important to note that package offers are not available to undergraduate domestic applicants. Alternatively, The University of Queensland offers English language pathway entry options through UQ College. Applicants who cannot demonstrate that they satisfy ELP requirements for their program may consider these English language pathways.","['English Language Proficiency Admission Procedure', 'English Language Support Procedure', 'English Language Support Policy']",['English Language Proficiency Admission Procedure'],1,A first-year undergraduate student new to the university.,
VanillaRAG_TextSplit,"What is the minimum purchase amount that requires me to obtain a valid tax invoice, and do I need to include GST in this threshold calculation?",0.4,0.3333333333333333,"You are required to obtain a valid tax invoice for any acquisition made that is more than $82.50, and this amount includes GST if applicable.

For hospitality expenditure specifically, a valid tax invoice should be included as part of the supporting documentation where the expenditure is $75 or more. The context does not specify whether GST is included or excluded for this particular $75 hospitality threshold.

It is important to note that other thresholds, such as ""Value Thresholds"" for procurement contracts or financial limits for delegations, may exclude GST, but these apply to different contexts than the general requirement for obtaining a valid tax invoice for an acquisition.","['Taxes Procedure', 'Hospitality Procedure', 'Procurement Procedure', 'Financial and Contract Sub-delegations Procedure']",['Taxes Procedure'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,I'm developing a completely new course curriculum from scratch. How does the university's workload allocation system account for the extra time needed to create new course materials compared to teaching existing courses?,0.6666666666666666,0.8250000000000001,"The provided context outlines the general principles and requirements for the university's workload allocation system but does not explicitly detail how the extra time needed to create new course materials, compared to teaching existing courses, is specifically accounted for.

The Academic Workload Allocation Model is required to include an estimate of the time for ""each type of work or bundle of work,"" taking into account a staff member’s academic category, level of appointment, experience, and ""other relevant factors."" This estimate is intended to be a fair average for performing work to a professional standard. While ""other relevant factors"" could potentially encompass new course development, the context does not specify this.

The system aims for fairness, equity, and flexibility, considering individual staff preferences, professional development needs, and career progression. It also seeks opportunities for efficiency, such as ""course repeats and stability in allocations over time,"" which implies a focus on existing course delivery. The workload model is developed in consultation with academic staff and is required to be transparent.

However, there is no specific mention of a mechanism, weighting, or policy within the provided text that directly addresses or differentiates the workload allocation for the creation of new course materials versus the delivery of existing courses.","['Workload Allocation for Academic Staff Procedure', 'Academic Categories Procedure']",['Workload Allocation for Academic Staff Procedure'],1,A faculty member designing a new course curriculum.,
VanillaRAG_TextSplit,"What are the required review schedules for risk assessments based on their current risk ratings, and when else might a risk assessment need to be reviewed outside of these regular intervals?",1.0,0.8148148148148148,"Risk assessments require review on a predetermined schedule based on their current risk rating in UQSafe:
*   **Low risk:** Every five years
*   **Medium risk:** Every one year
*   **High risk:** Every six months
*   **Extreme risk:** Every two days

Beyond these regular intervals, a risk assessment must also be reviewed when a hazard has been identified that may result in harm, or under the following circumstances:
*   When a control measure is not effectively controlling a risk.
*   Before a change that might give rise to a new risk.
*   When a new hazard or risk is identified.
*   When consultation with workers indicates a review is needed.
*   After a Health and Safety Representative requests a review.
*   After a Work Health and Safety Coordinator (WHSC) conducts an audit and provides feedback.
*   Generally, risk assessments should be reviewed regularly, and at least every five years.",['Health and Safety Risk Assessment Procedure'],['Health and Safety Risk Assessment Procedure'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,"I've been fit tested for my N95 respirator at the beginning of my PhD research project, and it's been about 10 months now. My research is ongoing and I'm using the same make and model of respirator. Do I need to get fit tested again before the one-year mark, or can I wait until I change respirators?",0.6666666666666666,0.22222222222222224,"The provided context details the requirements for initial fit testing, including the need to be tested with the specific make, model, style, and size of respirator that will be used, and the recommendation to be tested for at least two different models. It also outlines the preferred methodology, fit factor requirements, and protocols for fit testing. However, the context does not contain any information regarding the required frequency of re-testing for respirators, such as whether an annual re-test is necessary or if re-testing is only required when changing respirator models or if a certain period has passed.","['Use of Respiratory Protective Equipment Guideline', 'Selection, Use and Maintenance of Respiratory Protective Equipment Procedure']",['Use of Respiratory Protective Equipment Guideline'],1,A PhD candidate conducting complex laboratory research.,
VanillaRAG_TextSplit,"My daughter is a UQ student who just had a baby and needs to breastfeed while on campus between classes. Where can she find appropriate facilities, and what kind of support can she expect from the university?",0.6666666666666666,0.8135593220338982,"Your daughter, as a UQ student, has access to various facilities and support for breastfeeding on campus. The University of Queensland is committed to providing a supportive and inclusive environment for breastfeeding members of its community. She can find purpose-built breastfeeding rooms across UQ Campuses and Sites, and their locations can be identified using the UQ Navigation application, campus maps, and campus signposts. If dedicated facilities are not readily available, parents and carers may choose to breastfeed or express milk at other suitable places across UQ, depending on their circumstances. In situations where dedicated facilities are not accessible, supervisors should make reasonable efforts to provide a private space with a chair, hand washing facilities or a sink, power access for electronic milk pumps, and a dedicated refrigerator space or cool-box for storing milk. Course Coordinators are required to support breastfeeding students. Examples of accommodations include work/study arrangements and schedules that provide lactation breaks for expressing milk or breastfeeding a child (potentially at on-campus childcare facilities), flexible study arrangements, and allowing lunch and other scheduled breaks to coincide with feeding routines. If no suitable facility is nearby, a dedicated area to support breastfeeding can be provided. When bringing her child on campus, she must also adhere to the Children on Campus Procedure and relevant work health and safety policies.","['Breastfeeding on Campus Procedure', 'Parental Leave Procedure']",['Breastfeeding on Campus Procedure'],1,A concerned parent asking about student safety and wellbeing.,
VanillaRAG_TextSplit,"Who has the authority to approve naming requests for scholarships and prizes, and does it matter whether they are honorary or philanthropically funded?",0.6666666666666666,0.42857142857142855,"The provided context indicates that naming requests for philanthropically funded scholarships and prizes are subject to approval in consultation with the Scholarships Office, as stated in clause (28) of the Naming Policy. However, the specific individual or body that holds the authority for this approval is not explicitly identified in the provided text, as the heading under which clause (28) falls is missing.

Regarding honorary naming scholarships and prizes, while they are listed as a type of non-physical asset, the provided context does not specify who has the authority to approve naming requests for them.

Yes, it does matter whether scholarships and prizes are honorary or philanthropically funded. The Naming Policy distinguishes between ""Scholarships and prizes (honorary naming)"" and ""Scholarships and prizes (philanthropically funded)"" as separate categories of non-physical assets. Furthermore, the specific approval clause (28) only refers to ""Scholarships and prizes (philanthropically funded),"" implying a different or unstated process for honorary naming requests.","['Naming Policy', 'Scholarships and Prizes Procedure']",['Naming Policy'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,What specific safeguards and protections does UQ have in place to ensure my child's safety when they participate in university activities or programs?,0.4,0.5128205128205129,"The University of Queensland (UQ) implements several specific safeguards and protections to ensure the safety of children participating in university activities or programs. These include:

1.  **Commitment to a Safe Environment and Culture:** UQ maintains a safe environment for Working With Children (WWC) and supports a child-safe culture aligned with the National Principles for Child Safe Organisations, as well as UQ’s strategies for inclusivity, health, safety, and wellbeing. This commitment extends to protecting the personal safety and social wellbeing of children within the UQ community.
2.  **Supervision Requirements:** For children attending UQ Campuses or Sites for recreational, outreach, or other activities, supervision by a responsible adult or adults is mandatory. These adults, who may include Staff, Students, other UQ Community members, or parents/carers, must ensure that legislative supervision requirements are met, potential risks are mitigated through prior assessment and planning, children receive adequate support and supervision, and their safety and welfare needs are met at all times.
3.  **Integrated Risk Management:** UQ maintains oversight of regulated activities involving children through an integrated risk management approach. This includes undertaking annual risk assessments of UQ regulated activities that involve WWC and maintaining risk management plans for high-risk activities and special events. UQ also conducts systematic reviews of its strategies and controls for managing risks associated with WWC. The Health and Safety Risk Assessment Procedure ensures due care in managing risk for students during program-related activities.
4.  **Policy and Procedure Implementation:** UQ implements policies and procedures that support WWC, including specific procedures for the recruitment and/or selection of staff, students, and volunteers involved with children.
5.  **International Student Supervision Program:** For international students under 18 years of age, UQ accepts responsibility for approving accommodation, support, and general welfare arrangements through this program.
6.  **Reporting and Support Mechanisms:** UQ ensures there are multiple channels for children and members of the UQ community to raise concerns or make disclosures of harm. A supportive process is maintained for handling and processing complaints, disclosures, and suspicions of harm.
7.  **Communication and Training:** UQ maintains and communicates strategies for WWC and advises overseas students and staff on actions they can take to enhance personal security and safety.","['Working with Children Policy', 'Children on Campus Procedure', 'International Student Supervision Program Policy', 'ESOS Compliance Commitment Procedure']",['Working with Children Policy'],1,A concerned parent asking about student safety and wellbeing.,
VanillaRAG_TextSplit,"As a faculty member, I supervise graduate students and sometimes junior colleagues. Can I also serve as a mentor to these same people, or does the policy require that mentoring relationships be separate from supervisory relationships?",0.5,0.7692307692307693,"While supervisors are responsible for developing the staff reporting to them, and this appropriately includes engaging in activities such as coaching, training, guiding, and general mentoring activities (Mentoring Policy, 10), the policy distinguishes the formal role of a mentor from that of a supervisor.

A key characteristic distinguishing a mentor from a supervisor is that ""the mentor has no supervisory responsibility or authority over the mentee"" (Mentoring Policy, 11). Additionally, in a formal mentoring relationship, supervisors have ""no direct role in the relationship and will not receive information that is confidential to the relationship"" (Designing and Implementing a Mentoring Program Guideline, 13).

Therefore, while you can engage in mentoring *activities* as part of your supervisory role to develop your graduate students and junior colleagues, the policy requires that a *formal mentoring relationship*, as defined by its distinguishing characteristics, be separate from a supervisory relationship. This means you cannot serve as a ""mentor"" in the formal sense to someone you directly supervise, as a mentor, by definition, should not have supervisory authority over the mentee.","['Mentoring Policy', 'Designing and Implementing a Mentoring Program Guideline', 'Academic Titles for Health Professionals Procedure']",['Mentoring Policy'],1,A faculty member designing a new course curriculum.,
VanillaRAG_TextSplit,What happens if I miss the enrollment deadline for adding a course to my semester? Can I still enroll late and what are the consequences?,0.6666666666666666,0.14285714285714285,"The provided context does not contain information regarding the consequences of missing the enrollment deadline for adding a course to a semester, nor does it specify whether late enrollment for adding a course is possible or what the consequences would be. The context primarily details procedures and consequences related to withdrawing from courses, the cancellation of course offerings by the university, general course enrollment requirements (like prerequisites), and extensions for assessment due dates.","['Enrolment Procedure', 'Assessment Procedure']",['Enrolment Procedure'],1,A first-year undergraduate student new to the university.,
VanillaRAG_TextSplit,"I'm developing a new interdisciplinary course that will require expertise from multiple departments. What formal documentation do I need to have in place before we can begin collaborative service teaching, and when does this need to be completed?",0.6666666666666666,0.4615384615384615,"For your new interdisciplinary course involving expertise from multiple departments, you will need a formal Collaborative Service Teaching Agreement. This agreement must be established between the host school and the service teaching provider(s) prior to the approval of the new course. It must be provided with the program approval documentation and accompany the course's approval process through University committees. Furthermore, the agreement must be recorded and formalized before collaborative service teaching commences.","['Collaborative Service Teaching Policy', 'Collaborative Service Teaching Procedure']",['Collaborative Service Teaching Policy'],1,A faculty member designing a new course curriculum.,
VanillaRAG_TextSplit,"What makes a higher doctorate different from other doctoral degrees, and what type of work do candidates need to have completed before they can apply?",0.6666666666666666,0.7865168539325842,"A higher doctorate is distinct from other doctoral degrees in several key ways. It is the highest academic award granted by the University, delivered as a level 10 doctoral degree qualification, and recognizes excellence by formally acknowledging scholars who have made a substantial, original, distinguished, and internationally recognized contribution to a specific field of knowledge over an extended period. Unlike other doctoral degrees that involve supervised independent study, candidates for a higher doctorate are assessed based on already completed research. These candidates have typically reached a peak in their professional careers and enroll to explore a theoretical framework, presenting a synthesis of their previously published scholarly or creative work. To be eligible to apply for a higher doctorate, candidates must have a significant body of work demonstrating sustained contribution to and leadership in their field over an extended period. They should normally hold a Doctor of Philosophy (PhD) or an equivalent qualification. Work previously submitted for any other qualification, including a higher doctorate at another institution, is not eligible for submission.","['Higher Doctorates Policy', 'Higher Doctorates Procedure']",['Higher Doctorates Policy'],1,A faculty member designing a new course curriculum.,
VanillaRAG_TextSplit,What kind of support does UQ provide if I or someone I know experiences sexual misconduct?,0.5,0.5714285714285713,"The University of Queensland (UQ) provides support to all members of its community, including staff and students, who have experienced, witnessed, or otherwise been exposed to Sexual Misconduct. This also extends to individuals who are supporting someone affected by such misconduct. In an emergency, members of the UQ Community should contact emergency services by dialling triple zero (000).

UQ is committed to ensuring the safety, welfare, and support of its community, recognizing the adverse impact of Sexual Misconduct. Support options are designed to be simple, accessible, and available through multiple avenues, delivered with sensitivity and timeliness. Confidentiality and information privacy are upheld where possible, in accordance with legislative requirements and UQ policies. UQ also promotes an environment where disclosures and assistance are sought through a Trauma-Informed approach and does not tolerate Victimisation.

When students are offered or request support, the person assisting them will:
*   Provide information about available support and any Reasonable Measures that may be implemented.
*   Outline options to help them determine their next steps.
*   Ask if they wish to proceed with a Formal Report or report to the police or other external agencies.
*   Provide other relevant information and offer assistance as appropriate in the circumstances.

Support is available from various areas within UQ, and the university takes all reasonable steps to ensure support is provided to all affected students, including Complainants, Third Party Reporters, Respondents, and witnesses.","['Sexual Misconduct Prevention and Response for Staff Procedure', 'Sexual Misconduct Prevention and Response for Students Procedure', 'Sexual Misconduct Prevention and Response Policy']",['Sexual Misconduct Prevention and Response Policy'],1,A first-year undergraduate student new to the university.,
VanillaRAG_TextSplit,"Our School of Medicine wants to create identification sheets with student photos for use during clinical placements at the hospital. What's the approval process we need to follow, and what information do we need to provide in our request?",0.6666666666666666,0.6153846153846154,"The School of Medicine's request to create identification sheets with student photos for clinical placements at the hospital falls under an authorised use of student photographic images. Access to images submitted for use on the ID card may be authorised for specific identification purposes directly related to a student's enrolment, such as placements and hospital identification cards. There is an approval process for access to student photographic images by organisational units and their staff. However, the provided context does not specify the exact approval authority or the detailed information that needs to be provided in your request.

Regarding the display of these images, photographic images submitted for ID card use are generally not to be displayed, either in hard copy or electronic form, in areas accessible to students or other third parties (e.g., clinic reception areas). If a placement organisation specifically requires student images to be displayed in a public area, students must agree to this use of their images as part of accepting the placement.","['Access to Student Photograph Images Procedure', 'Identification Cards for University Staff and Associates Procedure']",['Access to Student Photograph Images Procedure'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,What are the minimum advance notice requirements I need to follow when announcing Senate elections versus Academic Board elections?,1.0,0.525,"For Senate elections, the start of the Voting Period must be no less than 30 days after the notice of the Election is provided. For Academic Board elections, the start of the Voting Period must be no less than 7 days after the notice of the Election is provided. In both cases, the notice must invite nominations and prescribe a date, time, and method for submitting nominations, which must be no less than 14 days after nominations were called.",['Senate and Academic Board Elections Policy'],['Senate and Academic Board Elections Policy'],1,An administrative staff member managing university resources.,
VanillaRAG_TextSplit,"I'm developing a new graduate-level course that would benefit from access to advanced research facilities. Can I partner with a Collaborative Research Platform to incorporate their facilities into my coursework curriculum, and if so, what are the limitations?",0.4,0.18181818181818182,"Based strictly on the provided context, it is not indicated that a UQ graduate-level course can ""partner"" with a Collaborative Research Platform (CRP) under the specific framework of ""Collaborative Academic Program Arrangements"" to incorporate their facilities into your coursework curriculum.

Here's why:
*   **Applicability of Framework:** Your graduate-level coursework program is covered by the ""Collaborative Academic Program Arrangements Procedure."" This procedure outlines how ""partner institutions"" may provide facilities for programs.
*   **Definition of Partner Institutions:** The ""Collaborative Academic Program Arrangements"" framework primarily describes arrangements with ""partner institutions"" that are ""normally higher education institutions"" and are often ""external to UQ.""
*   **Nature of Collaborative Research Platforms (CRPs):** Collaborative Research Platforms are defined as ""administrative supervisory units within the [Organisational Structure Policy] that report through to the PVCRI."" This definition establishes CRPs as *internal* University of Queensland entities, not external partner institutions.

While Collaborative Research Platforms are designed to provide ""Access to cutting-edge capabilities"" to enable UQ research excellence and impact, and facilitate ""Partner engagement through the delivery of capabilities to external partners,"" the provided context does not outline a mechanism for a UQ course to ""partner"" with an *internal* CRP for coursework integration under the ""Collaborative Academic Program Arrangements"" framework. The framework is structured for collaborations with external institutions.

Therefore, the context does not support the possibility of such a partnership as described within the ""Collaborative Academic Program Arrangements"" framework.","['Collaborative Academic Program Arrangements Procedure', 'Collaborative Research Platform and UQ-Hosted NCRIS Activity Policy', 'Collaborative Academic Program Arrangements Policy', 'Collaborative Research Platform and UQ-Hosted NCRIS Activity Procedure']",['Collaborative Research Platform and UQ-Hosted NCRIS Activity Policy'],1,A faculty member designing a new course curriculum.,
